Johnson & Johnson Medical GmbH	Robert Koch Strasse 1, D 22851 Norderstedt, Germany	QSD5057		DE	英商壯生和壯生(香港)股份有限公司台灣分公司	Y	2015-12-03	
Ortho-Clinical Diagnostics, Inc.	1001 U.S. Highway 202, Raritan, New Jersey 08869, U.S.A	QSD4062	Reagent Red Blood Cells for Antibody Identification	US	英商壯生和壯生香港股份有限公司台灣分公司	Y	2017-02-26	
Ortho-Clinical Diagnostics, Inc.	1001 U.S. Highway 202, Raritan, New Jersey 08869, U.S.A	QSD4062	Reagent Red Blood Cells for Fetal Screening	US	英商壯生和壯生香港股份有限公司台灣分公司	Y	2017-02-26	
Ortho-Clinical Diagnostics, Inc.	1001 U.S. Highway 202, Raritan, New Jersey 08869, U.S.A	QSD4062	Coombs Test Reagent	US	英商壯生和壯生香港股份有限公司台灣分公司	Y	2017-02-26	
Ortho-Clinical Diagnostics, Inc.	1001 U.S. Highway 202, Raritan, New Jersey 08869, U.S.A	QSD4062	Quality control kit	US	英商壯生和壯生香港股份有限公司台灣分公司	Y	2017-02-26	
Ortho-Clinical Diagnostics, Inc.	1001 U.S. Highway 202, Raritan, New Jersey 08869, U.S.A	QSD4062	Hepatitis Test Reagent	US	英商壯生和壯生香港股份有限公司台灣分公司	Y	2017-02-26	
Ortho-Clinical Diagnostics, Inc.	1001 U.S. Highway 202, Raritan, New Jersey 08869, U.S.A	QSD4062	ABO-Rh Reverse Blood Grouping Reagent	US	英商壯生和壯生香港股份有限公司台灣分公司	Y	2017-02-26	
Ortho-Clinical Diagnostics, Inc.	1001 U.S. Highway 202, Raritan, New Jersey 08869, U.S.A	QSD4062	Anti-A,B,D Blood Grouping Reagent	US	英商壯生和壯生香港股份有限公司台灣分公司	Y	2017-02-26	
Beckman Coulter Inc.	740 W 83rd Street, Hialeah, FL 33014, U.S.A	QSD4068	Hematology Quality Control Mixture	US	美商貝克曼庫爾特有限公司台灣分公司	Y	2017-03-13	
Beckman Coulter Inc.	740 W 83rd Street, Hialeah, FL 33014, U.S.A	QSD4068	Automated Differential Cell Counter	US	美商貝克曼庫爾特有限公司台灣分公司	Y	2017-03-13	
Beckman Coulter Inc.	740 W 83rd Street, Hialeah, FL 33014, U.S.A	QSD4068	Calibrator for Platelet Counting	US	美商貝克曼庫爾特有限公司台灣分公司	Y	2017-03-13	
Beckman Coulter Inc.	740 W 83rd Street, Hialeah, FL 33014, U.S.A	QSD4068	Dye and Chemical Solution Stains	US	美商貝克曼庫爾特有限公司台灣分公司	Y	2017-03-13	
Beckman Coulter Inc.	740 W 83rd Street, Hialeah, FL 33014, U.S.A	QSD4068	Red Cell Lysing Reagent	US	美商貝克曼庫爾特有限公司台灣分公司	Y	2017-03-13	
Beckman Coulter Inc.	740 W 83rd Street, Hialeah, FL 33014, U.S.A	QSD4068	Analyte Specific Reagents	US	美商貝克曼庫爾特有限公司台灣分公司	Y	2017-03-13	
Beckman Coulter Inc.	740 W 83rd Street, Hialeah, FL 33014, U.S.A	QSD4068	Blood Cell Diluent	US	美商貝克曼庫爾特有限公司台灣分公司	Y	2017-03-13	
Beckman Coulter Inc.	740 W 83rd Street, Hialeah, FL 33014, U.S.A	QSD4068	Quality Control Kit for Blood Banking Reagents	US	美商貝克曼庫爾特有限公司台灣分公司	Y	2017-03-13	
Axelgaard Manufacturing Co., Ltd.	520 Industrial Way, Fallbrook, California 92028, U.S.A.	QSD4072	Electrocardiograph Electrode	US	佳鴻醫療儀器廠有限公司	Y	2017-03-10	
Axelgaard Manufacturing Co., Ltd.	520 Industrial Way, Fallbrook, California 92028, U.S.A.	QSD4072	Cutaneous Electrode等2項。	US	佳鴻醫療儀器廠有限公司	Y	2017-03-10	
Immunotech s.r.o.	Radiova 1, 10227 Praha 10, Czech Republic	QSD4079	Estrone Test System	CZ	常盈實業股份有限公司	Y	2016-03-03	
Immunotech s.r.o.	Radiova 1, 10227 Praha 10, Czech Republic	QSD4079	Follicle-Stimulating Hormone Test System	CZ	常盈實業股份有限公司	Y	2016-03-03	
Immunotech s.r.o.	Radiova 1, 10227 Praha 10, Czech Republic	QSD4079	Dehydroepiandrosterone (Free and Sulfate) Test System	CZ	常盈實業股份有限公司	Y	2016-03-03	
Immunotech s.r.o.	Radiova 1, 10227 Praha 10, Czech Republic	QSD4079	Luteinizing Hormone Test System	CZ	常盈實業股份有限公司	Y	2016-03-03	
Immunotech s.r.o.	Radiova 1, 10227 Praha 10, Czech Republic	QSD4079	Albumin Test System	CZ	常盈實業股份有限公司	Y	2016-03-03	
Immunotech s.r.o.	Radiova 1, 10227 Praha 10, Czech Republic	QSD4079	AFP Immunological Test System	CZ	常盈實業股份有限公司	Y	2016-03-03	
Immunotech s.r.o.	Radiova 1, 10227 Praha 10, Czech Republic	QSD4079	17-Hydroxyprogesterone Test System	CZ	常盈實業股份有限公司	Y	2016-03-03	
Immunotech s.r.o.	Radiova 1, 10227 Praha 10, Czech Republic	QSD4079	Aldosterone Test System	CZ	常盈實業股份有限公司	Y	2016-03-03	
Immunotech s.r.o.	Radiova 1, 10227 Praha 10, Czech Republic	QSD4079	Angiotensin I and Renin Test System	CZ	常盈實業股份有限公司	Y	2016-03-03	
Immunotech s.r.o.	Radiova 1, 10227 Praha 10, Czech Republic	QSD4079	Androstenedionel Test System	CZ	常盈實業股份有限公司	Y	2016-03-03	
Immunotech s.r.o.	Radiova 1, 10227 Praha 10, Czech Republic	QSD4079	Prostate Specific Antigen (PSA)	CZ	常盈實業股份有限公司	Y	2016-03-03	
Immunotech s.r.o.	Radiova 1, 10227 Praha 10, Czech Republic	QSD4079	Beta2-Microglobulin RIA Kit	CZ	常盈實業股份有限公司	Y	2016-03-03	
Immunotech s.r.o.	Radiova 1, 10227 Praha 10, Czech Republic	QSD4079	CEA Test System	CZ	常盈實業股份有限公司	Y	2016-03-03	
Immunotech s.r.o.	Radiova 1, 10227 Praha 10, Czech Republic	QSD4079	DHEA Immunological Test System	CZ	常盈實業股份有限公司	Y	2016-03-03	
Immunotech s.r.o.	Radiova 1, 10227 Praha 10, Czech Republic	QSD4079	Estradiol Test System	CZ	常盈實業股份有限公司	Y	2016-03-03	
Immunotech s.r.o.	Radiova 1, 10227 Praha 10, Czech Republic	QSD4079	Ferritin Immunological Test System	CZ	常盈實業股份有限公司	Y	2016-03-03	
Immunotech s.r.o.	Radiova 1, 10227 Praha 10, Czech Republic	QSD4079	Testosterone Test System	CZ	常盈實業股份有限公司	Y	2016-03-03	
Immunotech s.r.o.	Radiova 1, 10227 Praha 10, Czech Republic	QSD4079	Total Thyroxine Test System	CZ	常盈實業股份有限公司	Y	2016-03-03	
Immunotech s.r.o.	Radiova 1, 10227 Praha 10, Czech Republic	QSD4079	Total Triiodothyronine Test System	CZ	常盈實業股份有限公司	Y	2016-03-03	
Immunotech s.r.o.	Radiova 1, 10227 Praha 10, Czech Republic	QSD4079	Free Thyroxine Test System	CZ	常盈實業股份有限公司	Y	2016-03-03	
Immunotech s.r.o.	Radiova 1, 10227 Praha 10, Czech Republic	QSD4079	Human Chorionic Gonadotropin (HCG) Test System	CZ	常盈實業股份有限公司	Y	2016-03-03	
Immunotech s.r.o.	Radiova 1, 10227 Praha 10, Czech Republic	QSD4079	Thyroid Stimulating Hormone Test System	CZ	常盈實業股份有限公司	Y	2016-03-03	
Immunotech s.r.o.	Radiova 1, 10227 Praha 10, Czech Republic	QSD4079	Prolactin (Lactogen) Test System	CZ	常盈實業股份有限公司	Y	2016-03-03	
Immunotech s.r.o.	Radiova 1, 10227 Praha 10, Czech Republic	QSD4079	Human Growth Hormone Test System等24項。	CZ	常盈實業股份有限公司	Y	2016-03-03	
Phamatech Inc.	10151 Barnes Canyon Road, San Diego, CA 92121 U.S.A.	QSD4084	Human chorionic gonadotropin (HCG) test system	US	展耀生技股份有限公司	Y	2017-03-17	
Bio-Rad Laboratories Deeside	Unit 37, Drive B, First Avenue, Deeside Industrial Park, Deeside, Flintshire, CH5 2NU, UK	QSD4086	Glycosylated Hemoglobin Assay	GB	美商伯瑞股份有限公司台灣分公司	Y	2017-03-18	
Bio-Rad Laboratories Deeside	Unit 37, Drive B, First Avenue, Deeside Industrial Park, Deeside, Flintshire, CH5 2NU, UK	QSD4086	Quality Control Material (Assayed and Unassayed) 等2項。	GB	美商伯瑞股份有限公司台灣分公司	Y	2017-03-18	
Panasonic Healthcare Co., Ltd. In Vitro Diagnostics Business Unit, Wakimachi Plant	110 Oaza-Inoshiri-aza-Nishiueno,Wakima- chi, Mima, Tokushima, 779-3603 Japan	QSD4087	Glucose Test System等乙項。	JP	台灣拜耳股份有限公司	Y	2017-03-18	
Medtronic Navigation, Inc.(Littleton)	300 Foster Street, Littleton, MA 01460, U.S.A.	QSD4090	Mobile X-Ray System	US	美敦力醫療產品股份有限公司	Y	2017-04-01	
Medical Electronic Industry Co., Ltd.	1-11-13 Totsuka, Kawaguchi-shi, Saitama, Japan	QSD4103	Static electric therapy apparatus	JP	圓方達企業有限公司	Y	2017-04-03	
Laboratorios Grifols, S.A.	Poligono Industrial Los Llanos S/N 30565 Las Torres de Cotillas, Murcia, Spain	QSD4110	Intravascular Administration Set	ES	台灣綠十字股份有限公司	Y	2017-04-07	
Laboratorios Grifols, S.A.	Poligono Industrial Los Llanos S/N 30565 Las Torres de Cotillas, Murcia, Spain	QSD4110	I.V. Container等2項。	ES	台灣綠十字股份有限公司	Y	2017-04-07	
Proxy Biomedical Limited	Coilleach Spiddal Co Galway Ireland	QSD4112	Surgical Mesh等乙項。	IE	荷商波士頓科技有限公司台灣分公司	Y	2017-04-16	
BioSphere Medical S.A.	Parc des Nations Paris Nord 2, 383 rue de la Belle Etoile 95700 Roissy en France	QSD4115	Arterial embolization devicee等乙項。	FR	銀鐸實業有限公司	Y	2017-04-17	
SOMNOmedics GmbH	Am Sonnenstuhl 63, D-97236 Randersacker, Germany	QSD4119	Breathing Frequency Monitor等乙項。	DE	嘉杏股份有限公司	Y	2017-04-21	
Baxter Productos Medicos, LTDA.	Parque Industrial De Cartago, Apartado No. 1-7052, Cartago, Costa Rica	QSD4121	Intravascular Administration Set	CR	百特醫療產品股份有限公司	Y	2017-04-22	
Apollo Medical Instruments Co., Ltd.	4-1-23 Nishiwaki, Hirano-ku, Osaka-shi, Osaka 547-0035, Japan	QSD4123	Static Electric Therapy Apparatus	JP	台灣產經股份有限公司	Y	2017-04-22	
Apollo Medical Instruments Co., Ltd.	4-1-23 Nishiwaki, Hirano-ku, Osaka-shi, Osaka 547-0035, Japan	QSD4123	Powered Heating Pad	JP	台灣產經股份有限公司	Y	2017-04-22	
Blue Sky Bio, LLC.	888 E Belvidere Rd. Suite 212 Gray Slake, IL 60030, U.S.A.	QSD4125	Dental Endosseous Implant System	US	瑞登生物科技有限公司	Y	2017-11-10	
C.R. Bard, Inc.	289 Bay Road Queensbury, NY 12804, U.S.A.	QSD4127	Electrode recording catheter or electrode recording probe	US	巴德股份有限公司	Y	2017-04-28	
C.R. Bard, Inc.	289 Bay Road Queensbury, NY 12804, U.S.A.	QSD4127	Percutaneous catheter	US	巴德股份有限公司	Y	2017-04-28	
C.R. Bard, Inc.	289 Bay Road Queensbury, NY 12804, U.S.A.	QSD4127	Catheter guide wire	US	巴德股份有限公司	Y	2017-04-28	
C.R. Bard, Inc.	289 Bay Road Queensbury, NY 12804, U.S.A.	QSD4127	Patient transducer and electrode cable(including connector)	US	巴德股份有限公司	Y	2017-04-28	
C.R. Bard, Inc.	289 Bay Road Queensbury, NY 12804, U.S.A.	QSD4127	Cardiovascular intravascular filter	US	巴德股份有限公司	Y	2017-04-28	
C.R. Bard, Inc.	289 Bay Road Queensbury, NY 12804, U.S.A.	QSD4127	Cardiovascular permanent or temporary pacemaker electrode	US	巴德股份有限公司	Y	2017-04-28	
C.R. Bard, Inc.	289 Bay Road Queensbury, NY 12804, U.S.A.	QSD4127	Ureteral stone dislodger	US	巴德股份有限公司	Y	2017-04-28	
C.R. Bard, Inc.	289 Bay Road Queensbury, NY 12804, U.S.A.	QSD4127	Ureteral dilator	US	巴德股份有限公司	Y	2017-04-28	
C.R. Bard, Inc.	289 Bay Road Queensbury, NY 12804, U.S.A.	QSD4127	Urethral dilator	US	巴德股份有限公司	Y	2017-04-28	
C.R. Bard, Inc.	289 Bay Road Queensbury, NY 12804, U.S.A.	QSD4127	Introduction/drainage catheter and accessories	US	巴德股份有限公司	Y	2017-04-28	
C.R. Bard, Inc.	289 Bay Road Queensbury, NY 12804, U.S.A.	QSD4127	Manual surgical instrument for general use	US	巴德股份有限公司	Y	2017-04-28	
C.R. Bard, Inc.	289 Bay Road Queensbury, NY 12804, U.S.A.	QSD4127	Ablation Catheter等12項。	US	巴德股份有限公司	Y	2017-04-28	
Greatbatch Medical	2300 Berkshire Lane North, Minneapolis, MN55441, U.S.A.	QSD4132	Cardiovascular permanent or temporary pacemaker electrode and accessories等乙項。	US	台灣聖猷達醫療用品有限公司	Y	2017-04-30	
Synergetics, Inc.	3845 Corporate Centre Drive O'Fallon, Mo 63368, U.S.A.	QSD4133	Manual Ophthalmic Surgical Instrument(sterile)	US	科林儀器股份有限公司	Y	2017-05-06	
Synergetics, Inc.	3845 Corporate Centre Drive O'Fallon, Mo 63368, U.S.A.	QSD4133	Laser Probe	US	科林儀器股份有限公司	Y	2017-05-06	
Synergetics, Inc.	3845 Corporate Centre Drive O'Fallon, Mo 63368, U.S.A.	QSD4133	Endoscope and Accessories(sterile)	US	科林儀器股份有限公司	Y	2017-05-06	
Covidien	Michael Collins Road, Mervue, Galway, Ireland	QSD4139	Ventilator Systems	IE	台灣柯惠股份有限公司	Y	2017-06-12	
Covidien	Michael Collins Road, Mervue, Galway, Ireland	QSD4139	Pulse Oximeters	IE	台灣柯惠股份有限公司	Y	2017-06-12	
Spiegelberg(GmbH & Co.) KG	Tempowerkring 4, D-21079 Hamburg, Germany	QSD4142	Intracranial Pressure Monitoring Device	DE	台灣柏朗股份有限公司	Y	2017-04-30	
Spiegelberg(GmbH & Co.) KG	Tempowerkring 4, D-21079 Hamburg, Germany	QSD4142	Ventricular Catheter	DE	台灣柏朗股份有限公司	Y	2017-04-30	
Ashitaka Factory of Terumo Corporation	150, Maimaigi-Cho, Fujinomiya City, Shizuoka Prefecture 418-0015, Japan	QSD4152	Blood mixing devices and blood weighing devices	JP	日商泰爾茂股份有限公司台北分公司	Y	2017-05-14	
Ashitaka Factory of Terumo Corporation	150, Maimaigi-Cho, Fujinomiya City, Shizuoka Prefecture 418-0015, Japan	QSD4152	Automated blood cell separator	JP	日商泰爾茂股份有限公司台北分公司	Y	2017-05-14	
Ashitaka Factory of Terumo Corporation	150, Maimaigi-Cho, Fujinomiya City, Shizuoka Prefecture 418-0015, Japan	QSD4152	Transfer Set	JP	日商泰爾茂股份有限公司台北分公司	Y	2017-05-14	
Ashitaka Factory of Terumo Corporation	150, Maimaigi-Cho, Fujinomiya City, Shizuoka Prefecture 418-0015, Japan	QSD4152	Cardiovascular Stent	JP	日商泰爾茂股份有限公司台北分公司	Y	2017-05-14	
Ashitaka Factory of Terumo Corporation	150, Maimaigi-Cho, Fujinomiya City, Shizuoka Prefecture 418-0015, Japan	QSD4152	Percutaneous Transluminal Coronary Angioplasty Catheter	JP	日商泰爾茂股份有限公司台北分公司	Y	2017-05-14	
Ashitaka Factory of Terumo Corporation	150, Maimaigi-Cho, Fujinomiya City, Shizuoka Prefecture 418-0015, Japan	QSD4152	Noninvasive Blood Pressure Measurement System	JP	日商泰爾茂股份有限公司台北分公司	Y	2017-05-14	
Ashitaka Factory of Terumo Corporation	150, Maimaigi-Cho, Fujinomiya City, Shizuoka Prefecture 418-0015, Japan	QSD4152	Diagnostic Intravascular Catheter	JP	日商泰爾茂股份有限公司台北分公司	Y	2017-05-14	
Ashitaka Factory of Terumo Corporation	150, Maimaigi-Cho, Fujinomiya City, Shizuoka Prefecture 418-0015, Japan	QSD4152	Continuous Flush Catheter	JP	日商泰爾茂股份有限公司台北分公司	Y	2017-05-14	
Ashitaka Factory of Terumo Corporation	150, Maimaigi-Cho, Fujinomiya City, Shizuoka Prefecture 418-0015, Japan	QSD4152	Percutaneous Catheter	JP	日商泰爾茂股份有限公司台北分公司	Y	2017-05-14	
Ashitaka Factory of Terumo Corporation	150, Maimaigi-Cho, Fujinomiya City, Shizuoka Prefecture 418-0015, Japan	QSD4152	Catheter Guide Wire	JP	日商泰爾茂股份有限公司台北分公司	Y	2017-05-14	
Ashitaka Factory of Terumo Corporation	150, Maimaigi-Cho, Fujinomiya City, Shizuoka Prefecture 418-0015, Japan	QSD4152	Catheter Introducer	JP	日商泰爾茂股份有限公司台北分公司	Y	2017-05-14	
Ashitaka Factory of Terumo Corporation	150, Maimaigi-Cho, Fujinomiya City, Shizuoka Prefecture 418-0015, Japan	QSD4152	Cardiovascular Blood Flowmeter	JP	日商泰爾茂股份有限公司台北分公司	Y	2017-05-14	
Ashitaka Factory of Terumo Corporation	150, Maimaigi-Cho, Fujinomiya City, Shizuoka Prefecture 418-0015, Japan	QSD4152	Cardiopulmonary Bypass Bubble Detector	JP	日商泰爾茂股份有限公司台北分公司	Y	2017-05-14	
Ashitaka Factory of Terumo Corporation	150, Maimaigi-Cho, Fujinomiya City, Shizuoka Prefecture 418-0015, Japan	QSD4152	Cardiopulmonary Bypass Vascular Catheter, Cannula, or Tubing	JP	日商泰爾茂股份有限公司台北分公司	Y	2017-05-14	
Ashitaka Factory of Terumo Corporation	150, Maimaigi-Cho, Fujinomiya City, Shizuoka Prefecture 418-0015, Japan	QSD4152	Cardiopulmonary Bypass Heart-Lung Machine Console	JP	日商泰爾茂股份有限公司台北分公司	Y	2017-05-14	
Ashitaka Factory of Terumo Corporation	150, Maimaigi-Cho, Fujinomiya City, Shizuoka Prefecture 418-0015, Japan	QSD4152	Cardiopulmonary Bypass Heat Exchanger	JP	日商泰爾茂股份有限公司台北分公司	Y	2017-05-14	
Ashitaka Factory of Terumo Corporation	150, Maimaigi-Cho, Fujinomiya City, Shizuoka Prefecture 418-0015, Japan	QSD4152	Cardiopulmonary Bypass Temperature Controller	JP	日商泰爾茂股份有限公司台北分公司	Y	2017-05-14	
Ashitaka Factory of Terumo Corporation	150, Maimaigi-Cho, Fujinomiya City, Shizuoka Prefecture 418-0015, Japan	QSD4152	Cardiopulmonary Bypass Arterial Line Blood Filter	JP	日商泰爾茂股份有限公司台北分公司	Y	2017-05-14	
Ashitaka Factory of Terumo Corporation	150, Maimaigi-Cho, Fujinomiya City, Shizuoka Prefecture 418-0015, Japan	QSD4152	Cardiopulmonary Bypass Level Sensing Monitor and/or Control	JP	日商泰爾茂股份有限公司台北分公司	Y	2017-05-14	
Ashitaka Factory of Terumo Corporation	150, Maimaigi-Cho, Fujinomiya City, Shizuoka Prefecture 418-0015, Japan	QSD4152	Cardiopulmonary Bypass Oxygenator	JP	日商泰爾茂股份有限公司台北分公司	Y	2017-05-14	
Ashitaka Factory of Terumo Corporation	150, Maimaigi-Cho, Fujinomiya City, Shizuoka Prefecture 418-0015, Japan	QSD4152	Nonroller-Type Cardiopulmonary Bypass Blood Pump	JP	日商泰爾茂股份有限公司台北分公司	Y	2017-05-14	
Ashitaka Factory of Terumo Corporation	150, Maimaigi-Cho, Fujinomiya City, Shizuoka Prefecture 418-0015, Japan	QSD4152	Cardiopulmonary Bypass Pump Speed Control	JP	日商泰爾茂股份有限公司台北分公司	Y	2017-05-14	
Ashitaka Factory of Terumo Corporation	150, Maimaigi-Cho, Fujinomiya City, Shizuoka Prefecture 418-0015, Japan	QSD4152	Cardiopulmonary Bypass Blood Reservoir	JP	日商泰爾茂股份有限公司台北分公司	Y	2017-05-14	
Ashitaka Factory of Terumo Corporation	150, Maimaigi-Cho, Fujinomiya City, Shizuoka Prefecture 418-0015, Japan	QSD4152	Vascular Clamp	JP	日商泰爾茂股份有限公司台北分公司	Y	2017-05-14	
Ashitaka Factory of Terumo Corporation	150, Maimaigi-Cho, Fujinomiya City, Shizuoka Prefecture 418-0015, Japan	QSD4152	Endoscope and Accessories (Sterile)	JP	日商泰爾茂股份有限公司台北分公司	Y	2017-05-14	
Ashitaka Factory of Terumo Corporation	150, Maimaigi-Cho, Fujinomiya City, Shizuoka Prefecture 418-0015, Japan	QSD4152	Urine Flow or Volume Measuring System (Sterile)	JP	日商泰爾茂股份有限公司台北分公司	Y	2017-05-14	
Ashitaka Factory of Terumo Corporation	150, Maimaigi-Cho, Fujinomiya City, Shizuoka Prefecture 418-0015, Japan	QSD4152	Urological Catheter and Accessories (Sterile)	JP	日商泰爾茂股份有限公司台北分公司	Y	2017-05-14	
Ashitaka Factory of Terumo Corporation	150, Maimaigi-Cho, Fujinomiya City, Shizuoka Prefecture 418-0015, Japan	QSD4152	Peritoneal Dialysis System and Accessories	JP	日商泰爾茂股份有限公司台北分公司	Y	2017-05-14	
Ashitaka Factory of Terumo Corporation	150, Maimaigi-Cho, Fujinomiya City, Shizuoka Prefecture 418-0015, Japan	QSD4152	High Permeability Hemodialysis System	JP	日商泰爾茂股份有限公司台北分公司	Y	2017-05-14	
Ashitaka Factory of Terumo Corporation	150, Maimaigi-Cho, Fujinomiya City, Shizuoka Prefecture 418-0015, Japan	QSD4152	Clinical Electronic Thermometer	JP	日商泰爾茂股份有限公司台北分公司	Y	2017-05-14	
Ashitaka Factory of Terumo Corporation	150, Maimaigi-Cho, Fujinomiya City, Shizuoka Prefecture 418-0015, Japan	QSD4152	Intravascular Administration Set	JP	日商泰爾茂股份有限公司台北分公司	Y	2017-05-14	
ERBE Elektromedizin GmbH	Waldhörnlestrasse 17．72072 Tübingen, Germany	QSD4156	Cryosurgical Unit and Accessoreis	DE	威茂股份有限公司	Y	2017-05-15	
